,facility_name,activity_date,service,violation_description,resource_code,location_1,address,:@computed_region_q3a8_eiwf,point,city
97,CHEF MING,2015-01-09,131,Proper cooling methods,g,"{'human_address': '{""address"": ""37 73381522"", ""city"": """", ""state"": """", ""zip"": """"}'}","600 DUTTON AVE A SAN LEANDRO, CA 94577",,"37 44m 1.5432s N, 122 9m 3.0276s W",SAN LEANDRO
98,CHEF'S WOK,2019-06-24,111,Signs posted last inspection report available,y,"{'human_address': '{""address"": ""37 77758991"", ""city"": """", ""state"": """", ""zip"": """"}'}","1821 WEBSTER ST ALAMEDA, CA 94501",,"37 46m 39.6804s N, 122 16m 36.4548s W",ALAMEDA
99,CHERRY GARDEN RESTAURANT,2013-06-06,111,Proper cooling methods,y,"{'human_address': '{""address"": ""37 54581845"", ""city"": """", ""state"": """", ""zip"": """"}'}","39206 FREMONT BLVD FREMONT, CA 94538",,"37 30m 54.0601s N, 121 57m 10.4738s W",FREMONT
100,CHEVRON XTRA OIL COMPANY,2012-08-20,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 72434229"", ""city"": """", ""state"": """", ""zip"": """"}'}","589 DAVIS ST SAN LEANDRO, CA 94577",,"37 43m 25.7412s N, 122 9m 40.6014s W",SAN LEANDRO
101,CHILES JALAPENOS,2013-10-25,111,Signs posted last inspection report available,g,"{'human_address': '{""address"": ""37 84888994"", ""city"": """", ""state"": """", ""zip"": """"}'}","6706 SAN PABLO AVE OAKLAND, CA 94608",,"37 50m 59.784s N, 122 17m 8.7108s W",OAKLAND
102,CHINA HUT,2014-05-24,111,Food separated and protected,r,"{'human_address': '{""address"": ""37 82718293"", ""city"": """", ""state"": """", ""zip"": """"}'}","4021 BROADWAY OAKLAND, CA 94611",,"37 49m 40.4558s N, 122 15m 24.0609s W",OAKLAND
103,CHINA KITCHEN EXPRESS,2015-10-13,111,Impoundment,y,"{'human_address': '{""address"": ""37 71463604"", ""city"": """", ""state"": """", ""zip"": """"}'}","13780 E 14TH ST SAN LEANDRO, CA 94578",,"37 42m 24.2348s N, 122 7m 50.7043s W",SAN LEANDRO
104,CHINA PAVILION RESTAURANT,2013-01-10,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 68719036"", ""city"": """", ""state"": """", ""zip"": """"}'}","1460 N VASCO RD LIVERMORE, CA 94550",,"37 43m 4.41339s N, 121 43m 27.7008s W",LIVERMORE
105,CHINA STAR EXPRESS,2012-06-29,111,Hot and cold water available,,"{'human_address': '{""address"": ""37 79949797"", ""city"": """", ""state"": """", ""zip"": """"}'}","399 8TH ST OAKLAND, CA 94607",,"37 47m 58.5024s N, 122 16m 20.91s W",OAKLAND
106,CHIPOTLE MEXICAN GRILL,2014-09-17,111,Hot and cold water available,g,"{'human_address': '{""address"": ""37 55140973"", ""city"": """", ""state"": """", ""zip"": """"}'}","2760 MOWRY AVE FREMONT, CA 94538",,"37 33m 15.7475s N, 121 58m 54.129s W",FREMONT
107,CHOP BAR LLC,2018-01-25,111,Thermometers provided and accurate,g,"{'human_address': '{""address"": ""37 79492657"", ""city"": """", ""state"": """", ""zip"": """"}'}","247 4TH ST 111 OAKLAND, CA 94607",,,OAKLAND
108,CHRISTOPHER'S BURGERS,2016-10-31,111,Plumbing proper backflow devices,g,"{'human_address': '{""address"": ""37 83808943"", ""city"": """", ""state"": """", ""zip"": """"}'}","5295 COLLEGE AVE #A OAKLAND, CA 94618",,"37 50m 17.1096s N, 122 15m 5.3568s W",OAKLAND
109,CHURCH'S CHICKEN,2015-04-16,111,Permits Available,g,"{'human_address': '{""address"": ""37 76438988"", ""city"": """", ""state"": """", ""zip"": """"}'}","7301 BANCROFT AVE OAKLAND, CA 94621",,"37 46m 15.1172s N, 122 11m 28.9021s W",OAKLAND
110,CHUTNEY RESTAURANT,2016-05-23,111,Food contact surfaces: clean and sanitized,g,"{'human_address': '{""address"": ""37 55466641"", ""city"": """", ""state"": """", ""zip"": """"}'}","3352 MOWRY AVE FREMONT, CA 94538",,"37 32m 22.3177s N, 121 59m 45.2738s W",FREMONT
111,CIGARETTES OUTLET SMOKE SHOP,2018-07-31,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 64715331"", ""city"": """", ""state"": """", ""zip"": """"}'}","414 W HARDER RD HAYWARD, CA 94544",,"37 39m 1.77643s N, 122 4m 14.8726s W",HAYWARD
112,CINEMA GRILL,2015-05-19,111,Signs posted last inspection report available,g,"{'human_address': '{""address"": ""37 76571559"", ""city"": """", ""state"": """", ""zip"": """"}'}","2301 CENTRAL AVE ALAMEDA, CA 94501",,"37 45m 53.3786s N, 122 14m 38.1959s W",ALAMEDA
113,CITY OF EMERYVILLE,2014-12-31,111,Food contact surfaces: clean and sanitized,g,"{'human_address': '{""address"": ""37 83138448"", ""city"": """", ""state"": """", ""zip"": """"}'}","1333 PARK ST EMERYVILLE, CA 94608",,,EMERYVILLE
114,CIVIC CENTER CHEVRON,2016-06-21,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 54704404"", ""city"": """", ""state"": """", ""zip"": """"}'}","39707 PASEO PADRE PKWY FREMONT, CA 94538",,"37 32m 32.9381s N, 121 57m 41.6894s W",FREMONT
115,CIVICORPS ACADEMY,2014-09-29,111,Thermometers provided and accurate,y,"{'human_address': '{""address"": ""37 79935313"", ""city"": """", ""state"": """", ""zip"": """"}'}","101 MYRTLE ST OAKLAND, CA 94607",,"37 47m 58.3836s N, 122 17m 7.242s W",OAKLAND
116,CLAY OVEN RESTAURANT AND BAR,2019-08-01,111,Permit Suspension,r,"{'human_address': '{""address"": ""37 68293318"", ""city"": """", ""state"": """", ""zip"": """"}'}","2417 FIRST ST LIVERMORE, CA 94550",,"37 40m 58.626s N, 121 46m 2.22723s W",LIVERMORE
117,CLIMAX SPORTS BAR,2016-05-04,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 72143941"", ""city"": """", ""state"": """", ""zip"": """"}'}","1680 WASHINGTON AVE SAN LEANDRO, CA 94577",,"37 43m 17.0764s N, 122 9m 14.2992s W",SAN LEANDRO
118,CLOROX,2017-12-19,111,Impoundment,g,"{'human_address': '{""address"": ""37 69335244"", ""city"": """", ""state"": """", ""zip"": """"}'}","4900 JOHNSON DR PLEASANTON, CA 94588",,"37 41m 36.5447s N, 121 54m 24.4481s W",PLEASANTON
119,CLUB MALLARD,2014-08-18,111,Food contact surfaces: clean and sanitized,g,"{'human_address': '{""address"": ""37 89502650"", ""city"": """", ""state"": """", ""zip"": """"}'}","752 SAN PABLO AVE ALBANY, CA 94706",,"37 53m 31.9181s N, 122 17m 57.976s W",ALBANY
120,COCO CHICKEN,2016-09-27,111,Hot and cold water available,g,"{'human_address': '{""address"": ""37 53517423"", ""city"": """", ""state"": """", ""zip"": """"}'}","5010 MOWRY AVE FREMONT, CA 94538",,"37 32m 10.0713s N, 121 59m 54.8915s W",FREMONT
121,COCONUT HILL WAREHOUSE,2018-07-17,111,Hot and cold water available,g,"{'human_address': '{""address"": ""37 49296773"", ""city"": """", ""state"": """", ""zip"": """"}'}","46121 WARM SPRINGS BLVD FREMONT, CA 94539",,"37 29m 37.4542s N, 121 55m 54.6859s W",FREMONT
122,COCONUT HILL,2018-07-17,111,Impoundment,y,"{'human_address': '{""address"": ""37 49294446"", ""city"": """", ""state"": """", ""zip"": """"}'}","46129 WARM SPRINGS BLVD FREMONT, CA 94539",,,FREMONT
123,COLD STONE CREAMERY #375,2017-01-27,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 69797285"", ""city"": """", ""state"": """", ""zip"": """"}'}","2252 LAS POSITAS LIVERMORE, CA 94551",,"37 41m 51.9751s N, 121 46m 23.19s W",LIVERMORE
124,COLE COFFEE,2017-02-17,111,Hot and cold water available,g,"{'human_address': '{""address"": ""37 85015676"", ""city"": """", ""state"": """", ""zip"": """"}'}","307 63RD ST OAKLAND, CA 94618",,"37 51m 0.76918s N, 122 15m 10.1692s W",OAKLAND
125,COLISEUM PIZZA,2017-05-04,111,Food contact surfaces: clean and sanitized,y,"{'human_address': '{""address"": ""37 74981322"", ""city"": """", ""state"": """", ""zip"": """"}'}","8999 INTERNATIONAL BLVD OAKLAND, CA 94621",,"37 45m 54.9997s N, 122 11m 59.5615s W",OAKLAND
126,COLISEUM WEST #111,2017-08-16,111,Hot and cold water available,g,"{'human_address': '{""address"": ""37 75158716"", ""city"": """", ""state"": """", ""zip"": """"}'}","7000 COLISEUM WAY OAKLAND, CA 94621",,"37 45m 0.98406s N, 122 12m 10.5564s W",OAKLAND
127,COLISEUM WEST CLUB BAR,2015-01-24,111,Impoundment,y,"{'human_address': '{""address"": ""37 75158716"", ""city"": """", ""state"": """", ""zip"": """"}'}","7000 COLISEUM WAY OAKLAND, CA 94621",,"37 45m 0.98406s N, 122 12m 10.5564s W",OAKLAND
128,COLISEUM WEST V3,2014-12-22,111,Impoundment,g,"{'human_address': '{""address"": ""37 75158716"", ""city"": """", ""state"": """", ""zip"": """"}'}","7000 COLISEUM WAY OAKLAND, CA 94621",,"37 45m 0.98406s N, 122 12m 10.5564s W",OAKLAND
129,COLONIAL DONUTS,2013-08-06,111,Signs posted last inspection report available,g,"{'human_address': '{""address"": ""37 80551227"", ""city"": """", ""state"": """", ""zip"": """"}'}","1632 FRANKLIN ST OAKLAND, CA 94612",,"37 48m 20.3138s N, 122 16m 7.43123s W",OAKLAND
130,COMALAPA RESTAURANT,2012-11-05,111,Proper cooling methods,y,"{'human_address': '{""address"": ""37 80558030"", ""city"": """", ""state"": """", ""zip"": """"}'}","1498 7TH ST #B OAKLAND, CA 94607",,"37 48m 9.792s N, 122 16m 59.9822s W",OAKLAND
131,COMFORT INN,2014-05-02,111,Impoundment,g,"{'human_address': '{""address"": ""37 74134819"", ""city"": """", ""state"": """", ""zip"": """"}'}","8452 EDES AVE OAKLAND, CA 94621",,"37 44m 27.0954s N, 122 11m 41.4182s W",OAKLAND
132,COMMUNITE TABLE,2017-04-05,111,"No rodents, insects, birds, or animals",g,"{'human_address': '{""address"": ""37 78932166"", ""city"": """", ""state"": """", ""zip"": """"}'}","4171 MACARTHUR BLVD OAKLAND, CA 94619",,"37 47m 19.0154s N, 122 11m 46.6159s W",OAKLAND
133,CORNOLOGY,2014-01-21,111,Hot and cold water available,,"{'human_address': '{""address"": ""37 83517946"", ""city"": """", ""state"": """", ""zip"": """"}'}","5645 BAY ST EMERYVILLE, CA 94608",,"37 50m 6.49685s N, 122 17m 32.7761s W",EMERYVILLE
134,COUSIN CAFE,2013-10-28,111,Nonfood-contact surfaces clean,y,"{'human_address': '{""address"": ""37 52304996"", ""city"": """", ""state"": """", ""zip"": """"}'}","39193 CEDAR BLVD NEWARK, CA 94560",,"37 32m 26.8235s N, 122 1m 25.333s W",NEWARK
135,CREAM,2017-10-17,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 78676633"", ""city"": """", ""state"": """", ""zip"": """"}'}","2630 5TH ST #A ALAMEDA, CA 94501",,"37 48m 5.10084s N, 122 17m 0.6612s W",ALAMEDA
136,CREPEVINE RESTAURANT,2018-05-23,131,Proper hot and cold holding temperatures,g,"{'human_address': '{""address"": ""37 82732779"", ""city"": """", ""state"": """", ""zip"": """"}'}","4184 PIEDMONT AVE E OAKLAND, CA 94611",,"37 49m 37.2673s N, 122 15m 3.77172s W",OAKLAND
137,CROLL'S PIZZA,2014-04-17,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 77139610"", ""city"": """", ""state"": """", ""zip"": """"}'}","705 CENTRAL AVE ALAMEDA, CA 94501",,"37 46m 17.6509s N, 122 16m 36.444s W",ALAMEDA
138,CROWNE PLAZA,2018-08-15,111,Proper cooling methods,y,"{'human_address': '{""address"": ""37 59677772"", ""city"": """", ""state"": """", ""zip"": """"}'}","32083 ALVARADO NILES RD UNION CITY, CA 94587",,"37 35m 47.888s N, 122 3m 28.5313s W",UNION CITY
139,CVS PHARMACY # 9234,2014-11-07,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 49225199"", ""city"": """", ""state"": """", ""zip"": """"}'}","46445 MISSION BLVD FREMONT, CA 94539",,"37 29m 31.6784s N, 121 55m 39.3938s W",FREMONT
140,CVS/PHARMACY #9635,2019-02-04,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 72349297"", ""city"": """", ""state"": """", ""zip"": """"}'}","1550 E 14TH ST SAN LEANDRO, CA 94577",,"37 43m 24.7019s N, 122 9m 10.2512s W",SAN LEANDRO
141,D & K MARKET INC,2013-03-04,111,Plan Review,y,"{'human_address': '{""address"": ""37 79941929"", ""city"": """", ""state"": """", ""zip"": """"}'}","378 8TH ST #A OAKLAND, CA 94607",,"37 47m 58.5192s N, 122 16m 19.2466s W",OAKLAND
142,DAISO JAPAN,2018-11-01,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""0 00000000"", ""city"": """", ""state"": """", ""zip"": """"}'}","2202 SOUTHSHORE CTR #R ALAMEDA, CA 94501",,,ALAMEDA
143,DANDY DOGS,2012-07-26,111,Thermometers provided and accurate,g,"{'human_address': '{""address"": ""37 67993508"", ""city"": """", ""state"": """", ""zip"": """"}'}","4086 EAST AVE LIVERMORE, CA 94550",,"37 40m 48.1623s N, 121 44m 48.7248s W",LIVERMORE
144,DAVE'S LIQUORS,2013-08-08,111,Food separated and protected,g,"{'human_address': '{""address"": ""37 77199410"", ""city"": """", ""state"": """", ""zip"": """"}'}","1401 WEBSTER ST ALAMEDA, CA 94501",,"37 46m 17.2434s N, 122 16m 36.399s W",ALAMEDA
145,DD'S DISCOUNTS,2018-07-19,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 63135924"", ""city"": """", ""state"": """", ""zip"": """"}'}","1163 W TENNYSON RD HAYWARD, CA 94544",,"37 37m 53.281s N, 122 4m 36.676s W",HAYWARD
146,DEAN'S CAFE,2013-06-11,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 66201907"", ""city"": """", ""state"": """", ""zip"": """"}'}","620 MAIN ST PLEASANTON, CA 94566",,"37 39m 42.9586s N, 121 52m 29.4165s W",PLEASANTON
147,DEMITRIS KAPLANIS,2017-04-18,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 68158525"", ""city"": """", ""state"": """", ""zip"": """"}'}","2235 FIRST ST LIVERMORE, CA 94550",,"37 40m 53.7564s N, 121 46m 6.00276s W",LIVERMORE
148,DICKEY'S BARBECUE PIT,2016-12-16,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 71902458"", ""city"": """", ""state"": """", ""zip"": """"}'}","1524 N VASCO RD LIVERMORE, CA 94551",,"37 43m 5.5043s N, 121 43m 27.6716s W",LIVERMORE
149,DIMOND CAFE,2015-12-31,111,Proper hot and cold holding temperatures,g,"{'human_address': '{""address"": ""37 79967919"", ""city"": """", ""state"": """", ""zip"": """"}'}","3430 FRUITVALE AVE OAKLAND, CA 94602",,"37 47m 59.2951s N, 122 12m 58.3218s W",OAKLAND
150,DIN DING DUMPLING HOUSE,2017-04-03,111,Plan Review,,"{'human_address': '{""address"": ""37 54982401"", ""city"": """", ""state"": """", ""zip"": """"}'}","3213 WALNUT AVE FREMONT, CA 94538",,"37 33m 3.38102s N, 121 58m 43.0511s W",FREMONT
151,DING JAPANESE FOOD,2018-07-24,111,"No rodents, insects, birds, or animals",r,"{'human_address': '{""address"": ""37 84973797"", ""city"": """", ""state"": """", ""zip"": """"}'}","6200 CLAREMONT AVE OAKLAND, CA 94618",,"37 50m 35.1438s N, 122 15m 26.8974s W",OAKLAND
152,DK-ARCO,2017-12-19,111,Plumbing proper backflow devices,g,"{'human_address': '{""address"": ""37 76125183"", ""city"": """", ""state"": """", ""zip"": """"}'}","1260 PARK ST ALAMEDA, CA 94501",,"37 45m 43.1493s N, 122 14m 40.31s W",ALAMEDA
153,Dollar Tree #05672,2017-11-29,111,Food storage food storage containers identified,g,"{'human_address': '{""address"": ""37 77119782"", ""city"": """", ""state"": """", ""zip"": """"}'}","2317 BLANDING AVE A ALAMEDA, CA 94501",,"37 46m 17.185s N, 122 14m 21.0837s W",ALAMEDA
154,DOMINO'S PIZZA,2012-10-17,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 72139616"", ""city"": """", ""state"": """", ""zip"": """"}'}","1768 E 14TH ST SAN LEANDRO, CA 94577",,"37 43m 17.7814s N, 122 9m 3.70587s W",SAN LEANDRO
155,DOMINO'S PIZZA,2012-07-03,111,Impoundment,g,"{'human_address': '{""address"": ""37 54941498"", ""city"": """", ""state"": """", ""zip"": """"}'}","35248 NEWARK BLVD NEWARK, CA 94560",,"37 32m 10.2894s N, 122 1m 44.8885s W",NEWARK
156,DOMINO'S,2019-06-25,111,Plan Review,g,"{'human_address': '{""address"": ""37 68462226"", ""city"": """", ""state"": """", ""zip"": """"}'}","2566 OLD FIRST ST LIVERMORE, CA 94550",,"37 41m 3.12705s N, 121 45m 55.6555s W",LIVERMORE
157,DON GASPACHO,2018-01-29,111,Wiping cloths: properly used and stored,g,"{'human_address': '{""address"": ""37 63316810"", ""city"": """", ""state"": """", ""zip"": """"}'}","364 W TENNYSON RD HAYWARD, CA 94544",,"37 37m 59.4586s N, 122 3m 56.5775s W",HAYWARD
158,DON JOSE'S RESTAURANT,2016-12-08,131,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 69679347"", ""city"": """", ""state"": """", ""zip"": """"}'}","3430 VILLAGE DR CASTRO VALLEY, CA 94546",,,VALLEY
159,DON POLVORON,2016-02-01,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 63614242"", ""city"": """", ""state"": """", ""zip"": """"}'}","669 W TENNYSON RD HAYWARD, CA 94544",,"37 37m 55.6939s N, 122 4m 6.42163s W",HAYWARD
160,DON POLVORON,2012-07-13,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 63613746"", ""city"": """", ""state"": """", ""zip"": """"}'}","669 W TENNYSON RD HAYWARD, CA 94544",,"37 37m 55.6939s N, 122 4m 6.42163s W",HAYWARD
161,DONLAN ELEMENTARY SCHOOL,2018-05-22,111,Garbage and refuse properly disposed facilities m,,"{'human_address': '{""address"": ""37 68466782"", ""city"": """", ""state"": """", ""zip"": """"}'}","4150 DORMAN PLEASANTON, CA 94588",,"37 41m 4.63842s N, 121 54m 25.0598s W",PLEASANTON
162,DYAFA,2018-07-10,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 79463165"", ""city"": """", ""state"": """", ""zip"": """"}'}","55 HARRISON ST OAKLAND, CA 94607",,,OAKLAND
163,EAST AVENUE SCHOOL CAFE,2015-03-24,111,"No rodents, insects, birds, or animals",g,"{'human_address': '{""address"": ""37 67991790"", ""city"": """", ""state"": """", ""zip"": """"}'}","3951 EAST AVE LIVERMORE, CA 94550",,"37 40m 42.0458s N, 121 45m 1.73256s W",LIVERMORE
164,EAST BAY MARKET,2018-10-31,111,Plan Review,g,"{'human_address': '{""address"": ""37 75430573"", ""city"": """", ""state"": """", ""zip"": """"}'}","8432 INTERNATIONAL BLVD OAKLAND, CA 94621",,"37 45m 54.9997s N, 122 11m 59.5615s W",OAKLAND
165,EDDIE'S MARKET,2013-08-20,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 76241216"", ""city"": """", ""state"": """", ""zip"": """"}'}","1935 73RD AVE OAKLAND, CA 94602",,"37 45m 44.8878s N, 122 10m 56.7424s W",OAKLAND
166,EDEN GARDENS ELEM SCHOOL,2017-03-15,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 63810779"", ""city"": """", ""state"": """", ""zip"": """"}'}","2184 THAYER AVE HAYWARD, CA 94545",,"37 38m 16.9456s N, 122 6m 25.8739s W",HAYWARD
167,EDEN LODGE,2013-05-29,111,Plumbing proper backflow devices,g,"{'human_address': '{""address"": ""37 69374669"", ""city"": """", ""state"": """", ""zip"": """"}'}","400 SPRINGLAKE DR SAN LEANDRO, CA 94578",,"37 41m 35.5416s N, 122 8m 5.2656s W",SAN LEANDRO
168,EDEN PLAZA,2014-06-04,111,Proper hot and cold holding temperatures,g,"{'human_address': '{""address"": ""37 62541984"", ""city"": """", ""state"": """", ""zip"": """"}'}","3541 INVESTMENT BLVD 1 HAYWARD, CA 94545",,"37 37m 29.0332s N, 122 7m 15.3131s W",HAYWARD
169,"EL MEZCAL, INC.",2018-04-10,111,Proper cooling methods,g,"{'human_address': '{""address"": ""37 68666308"", ""city"": """", ""state"": """", ""zip"": """"}'}","5 E LEWELLING BLVD SAN LORENZO, CA 94580",,"37 41m 12.4613s N, 122 7m 22.615s W",LORENZO
170,EL POLLO LOCO #6138,2016-08-10,111,"Floors, walls and ceilings: built, maintained, and",g,"{'human_address': '{""address"": ""37 70573846"", ""city"": """", ""state"": """", ""zip"": """"}'}","3898 FALLON RD DUBLIN, CA 94568",,"37 42m 20.2219s N, 121 51m 4.43692s W",DUBLIN
171,EL POTRILLO RESTAURANT & BAR,2016-06-16,111,Proper cooling methods,g,"{'human_address': '{""address"": ""37 77817723"", ""city"": """", ""state"": """", ""zip"": """"}'}","400 29TH AVE OAKLAND, CA 94601",,"37 46m 21.9697s N, 122 14m 6.11988s W",OAKLAND
172,EL RANCHO SUPERMERCADO TAQUERIA,2018-05-15,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 68496298"", ""city"": """", ""state"": """", ""zip"": """"}'}","22291 REDWOOD RD CASTRO VALLEY, CA 94546",,,VALLEY
173,ELITE BAKERY,2017-03-28,111,"No rodents, insects, birds, or animals",g,"{'human_address': '{""address"": ""37 58749025"", ""city"": """", ""state"": """", ""zip"": """"}'}","4123 DYER ST UNION CITY, CA 94587",,"37 35m 20.9278s N, 122 4m 13.9627s W",UNION CITY
174,EM DELI & CATERING,2014-06-19,111,Plan Review,y,"{'human_address': '{""address"": ""37 80326911"", ""city"": """", ""state"": """", ""zip"": """"}'}","329 14TH ST OAKLAND, CA 94612",,"37 48m 10.9545s N, 122 16m 5.0007s W",OAKLAND
175,EM DELI & CATERING,2019-02-20,111,Nonfood-contact surfaces clean,y,"{'human_address': '{""address"": ""37 82647047"", ""city"": """", ""state"": """", ""zip"": """"}'}","6119 LA SALLE AVE OAKLAND, CA 94611",,"37 49m 35.7722s N, 122 12m 36.45s W",OAKLAND
176,EMIL'S BURGER & BREAKFAST,2018-03-19,111,Personal cleanliness and hair restraints,y,"{'human_address': '{""address"": ""37 77616250"", ""city"": """", ""state"": """", ""zip"": """"}'}","3301 E 12TH ST #121 OAKLAND, CA 94601",,,OAKLAND
